FID;OBJECTID;ULAND;UREGBEZ;UKREIS;UGEMEINDE;UJAHR;UMONAT;USTUNDE;UWOCHENTAG;UKATEGORIE;UART;UTYP1;ULICHTVERH;STRZUSTAND;IstRad;IstPKW;IstFuss;IstKrad;IstGkfz;IstSonstig;LINREFX;LINREFY;XGCSWGS84;YGCSWGS84;UIDENTSTLA;LICHT;OBJECTID_1
;;2;1;8;123;2018;1;17;1;3;6;2;2.0;1;1;0;1;0;0.0;0;570353.356400000050000;5934633.110500000400000;10.062030882000045;53.555862642000079;;;123505.0
;;2;2;3;210;2018;2;14;1;3;1;5;0.0;2;1;1;0;0;0.0;0;562050.183199999970000;5934590.009200000200000;9.936700016000032;53.556522432000065;;;123521.0
;;2;7;13;714;2018;2;6;6;3;5;2;1.0;0;1;1;0;0;0.0;0;558061.021399999970000;5925727.096099999700000;9.874845772000072;53.477322553000079;;;123522.0
;;2;1;3;108;2018;2;12;5;3;6;4;0.0;0;1;1;1;0;0.0;0;565249.192300000000000;5934539.377000000300000;9.984973548000028;53.555679495000049;;;123523.0
;;2;2;4;213;2018;2;17;5;3;1;5;0.0;0;1;1;0;0;0.0;0;561509.840100000030000;5933906.269700000100000;9.928409732000034;53.550440979000030;;;123524.0
;;2;3;1;310;2018;1;1;1;3;9;5;2.0;1;1;1;0;0;0.0;0;563425.239599999970000;5935621.846400000200000;9.957663943000057;53.565631543000052;;;123525.0
;;2;3;1;309;2018;1;9;1;3;5;3;0.0;0;1;1;0;0;0.0;0;564517.603400000020000;5936498.742999999800000;9.974336199000049;53.573379279000051;;;123527.0
;;2;2;1;201;2018;1;8;1;3;5;2;0.0;1;1;1;0;0;0.0;0;563203.750899999980000;5933397.097600000000000;9.953870328000050;53.545663693000051;;;123531.0
;;2;1;1;102;2018;2;10;1;3;5;3;0.0;1;1;1;0;0;0.0;0;565977.021300000020000;5933984.943900000300000;9.995841719000055;53.550605704000077;;;123532.0
;;2;1;8;123;2018;2;18;6;3;6;7;2.0;0;1;0;1;0;0.0;0;570505.762400000010000;5934951.646999999900000;10.064402972000039;53.558704892000037;;;123536.0
;;2;6;2;603;2018;2;16;4;3;5;3;0.0;0;1;1;0;0;0.0;0;580084.922000000020000;5926150.081100000100000;10.206733373000077;53.478234247000046;;;123538.0
;;2;4;2;403;2018;2;9;6;3;5;3;0.0;1;1;1;0;0;0.0;0;564730.474999999980000;5938919.614000000100000;9.978052630000036;53.595109992000062;;;123544.0
;;2;4;8;423;2018;1;17;4;3;6;4;2.0;1;1;0;1;0;0.0;0;568795.848200000010000;5937083.355499999600000;10.039063190000036;53.578089648000059;;;123547.0
;;2;1;5;114;2018;2;16;3;3;6;3;0.0;2;1;0;1;0;0.0;0;566767.199999999950000;5934914.160000000100000;10.007964945000026;53.558856864000063;;;123554.0
;;2;3;1;303;2018;1;18;7;3;3;6;2.0;0;1;1;0;0;0.0;0;562617.938800000000000;5937151.648799999600000;9.945783036000023;53.579477348000069;;;123555.0
;;2;2;1;201;2018;1;12;4;3;1;6;0.0;1;1;1;0;0;0.0;0;563131.502300000050000;5933360.759300000000000;9.952772784000047;53.545345798000028;;;123561.0
;;2;5;1;503;2018;2;19;5;2;0;7;2.0;0;1;0;0;0;0.0;0;569774.027299999960000;5935606.430999999900000;10.053504476000057;53.564687255000081;;;123570.0
;;2;6;2;603;2018;1;7;6;3;0;7;1.0;1;1;1;0;0;0.0;0;581533.920500000010000;5926846.657599999600000;10.228742552000028;53.484271697000054;;;123571.0
;;2;5;18;526;2018;2;8;2;3;4;6;0.0;2;1;0;0;0;1.0;0;576533.102100000020000;5938083.395899999900000;10.156143797000027;53.586004869000078;;;123577.0
;;2;6;2;602;2018;2;11;6;3;5;3;0.0;0;1;1;0;0;0.0;0;579717.780799999950000;5927339.037700000200000;10.201504472000067;53.488974791000032;;;123581.0
;;2;5;7;515;2018;1;6;6;3;3;2;1.0;0;1;0;0;0;0.0;1;571437.652899999990000;5939631.806200000500000;10.079539851000050;53.600639275000049;;;123585.0
;;2;4;10;427;2018;2;7;3;3;5;3;1.0;0;1;1;0;0;0.0;0;568415.251300000000000;5938181.720400000000000;10.033556644000043;53.588010525000072;;;123586.0
;;2;2;12;225;2018;2;6;5;3;5;3;2.0;0;1;1;0;0;0.0;0;554762.649300000050000;5935505.603299999600000;9.826862409000057;53.565562334000049;;;123589.0
;;2;5;17;525;2018;1;14;6;3;5;3;0.0;0;1;1;0;0;0.0;0;576705.126999999980000;5945553.975599999500000;10.160582160000047;53.653115207000042;;;123590.0
;;2;1;4;112;2018;2;11;7;3;6;6;0.0;0;1;0;1;0;0.0;0;564045.020000000020000;5933353.667299999900000;9.966555887000027;53.545171444000061;;;123593.0
;;2;4;10;426;2018;1;14;6;3;5;2;0.0;0;1;0;0;0;0.0;1;570067.813500000050000;5938447.143100000000000;10.058577070000069;53.590177648000065;;;123596.0
;;2;1;20;141;2018;2;15;6;3;5;2;0.0;1;1;0;0;0;0.0;0;556716.331200000020000;5932157.426500000100000;9.855750213000022;53.535262767000063;;;123597.0
;;2;4;2;403;2018;1;14;6;3;5;3;0.0;0;1;1;0;0;0.0;0;564826.079200000040000;5937902.438400000300000;9.979285546000028;53.585956596000074;;;123604.0
;;2;7;14;715;2018;2;7;5;3;5;3;2.0;0;1;1;0;0;0.0;0;556730.166899999950000;5924724.042600000300000;9.854614195000067;53.468452497000044;;;123610.0
;;2;2;9;221;2018;2;17;6;3;7;7;0.0;0;1;0;0;0;0.0;0;557282.376599999960000;5936268.017500000100000;9.865042996000057;53.572145559000035;;;123613.0
;;2;7;9;710;2018;1;7;5;3;5;2;2.0;1;1;1;0;0;0.0;0;562851.854900000030000;5923312.208599999500000;9.946539212000062;53.455068584000060;;;123614.0
;;2;7;1;701;2018;2;14;6;3;5;3;0.0;0;1;0;0;0;0.0;0;564633.979300000010000;5923470.183299999700000;9.973406008000040;53.456272761000037;;;123615.0
;;2;3;6;318;2018;2;9;6;3;5;3;0.0;0;1;1;0;0;0.0;0;562150.865800000030000;5942736.720800000200000;9.939843163000035;53.629727647000038;;;123616.0
;;2;4;5;408;2018;2;12;4;3;4;2;0.0;0;1;1;0;0;0.0;0;565987.382600000010000;5939705.432000000000000;9.997207209000067;53.602015547000065;;;123618.0
;;2;7;14;715;2018;2;13;2;2;6;7;0.0;0;1;0;1;0;0.0;0;556743.071699999970000;5924633.950500000300000;9.854792308000071;53.467641384000046;;;123620.0
;;2;5;18;526;2018;2;6;5;3;3;2;2.0;0;1;1;0;0;0.0;0;576327.655900000010000;5941260.692800000300000;10.153818850000050;53.614588219000041;;;123626.0
;;2;3;1;310;2018;1;7;4;3;4;2;0.0;1;1;1;0;0;0.0;0;563959.031899999940000;5935632.575000000200000;9.965724669000053;53.565663175000054;;;123627.0
;;2;5;18;526;2018;1;11;5;3;3;2;0.0;0;1;1;0;0;0.0;0;577582.652400000020000;5940436.822900000000000;10.172580706000076;53.607000044000074;;;123629.0
;;2;2;7;219;2018;1;17;5;3;5;3;2.0;0;1;1;0;0;0.0;0;557302.719099999990000;5934690.272800000400000;9.865060757000038;53.557963281000070;;;123637.0
;;2;6;2;602;2018;1;7;3;3;2;7;0.0;1;1;1;0;0;0.0;0;581255.388000000040000;5927705.439600000200000;10.224768366000035;53.492032332000065;;;123638.0
;;2;4;5;412;2018;2;13;5;3;5;3;0.0;0;1;1;0;0;0.0;0;567310.219399999940000;5938087.247399999800000;10.016845337000063;53.587304507000056;;;123639.0
;;2;3;6;318;2018;1;11;5;3;5;3;0.0;0;1;1;0;0;0.0;0;562874.924600000030000;5942000.055999999900000;9.950641897000025;53.623020605000079;;;123640.0
;;2;5;7;515;2018;2;10;6;3;2;6;0.0;0;1;0;0;0;0.0;0;570653.609999999990000;5940638.849999999600000;10.067922257000021;53.609795812000073;;;123659.0
;;2;5;12;520;2018;2;15;6;3;0;7;0.0;0;1;0;0;0;0.0;0;568695.200100000020000;5944172.179100000300000;10.039106303000040;53.641810298000053;;;123661.0
;;2;5;5;513;2018;1;7;4;2;5;3;2.0;1;1;1;0;0;0.0;0;574675.533999999990000;5937728.741999999600000;10.128003707000062;53.583085492000066;;;123664.0
;;2;3;6;318;2018;2;18;2;3;2;6;2.0;2;1;1;0;0;0.0;0;562819.277699999980000;5942639.561700000400000;9.949929732000044;53.628774678000070;;;123669.0
;;2;2;7;219;2018;2;15;6;3;6;6;0.0;1;1;0;1;0;0.0;0;559877.860699999960000;5934506.539699999600000;9.903895545000069;53.556024544000081;;;123670.0
;;2;3;3;314;2018;2;7;6;3;4;2;0.0;0;1;1;0;0;0.0;0;565809.988999999940000;5937212.258999999600000;9.994000848000042;53.579631259000053;;;123672.0
;;2;3;8;320;2018;2;11;4;3;5;2;0.0;0;1;1;0;0;0.0;0;559782.086200000020000;5940368.417600000300000;9.903572876000055;53.608718676000080;;;123674.0
;;2;4;13;432;2018;1;7;4;2;5;3;1.0;1;1;1;0;0;0.0;0;566857.387899999970000;5944963.559399999700000;10.011481960000026;53.649160499000061;;;123677.0
;;2;4;10;427;2018;2;12;5;3;5;3;0.0;0;1;1;0;0;0.0;0;569106.106999999960000;5938709.791299999700000;10.044108572000027;53.592665722000049;;;123680.0
;;2;4;4;407;2018;1;7;4;3;5;2;1.0;1;1;1;0;0;0.0;0;567375.434600000040000;5941166.870600000000000;10.018495978000033;53.614973008000050;;;123683.0
;;2;3;3;314;2018;2;9;4;3;5;3;0.0;0;1;1;0;0;0.0;0;564871.578699999950000;5936983.939199999900000;9.979781846000037;53.577696203000073;;;123689.0
;;2;1;7;120;2018;1;21;3;3;5;3;2.0;1;1;1;0;0;0.0;0;568009.418599999980000;5934382.557000000000000;10.026599412000053;53.553919788000030;;;123694.0
;;2;5;18;526;2018;2;11;4;1;0;7;0.0;0;1;0;0;0;0.0;0;576287.377499999940000;5940041.312800000400000;10.152911559000074;53.603635903000054;;;123699.0
;;2;4;6;415;2018;2;13;4;3;1;5;0.0;0;1;1;0;0;0.0;0;568449.615100000050000;5935971.598899999600000;10.033591060000049;53.568143481000050;;;123708.0
;;2;3;9;321;2018;2;19;4;3;0;5;2.0;0;1;1;0;0;0.0;0;562055.023099999990000;5937388.152400000000000;9.937329020000050;53.581669791000081;;;123709.0
;;2;3;8;320;2018;2;9;4;2;5;3;0.0;0;1;1;0;0;0.0;0;559493.058700000050000;5941700.031800000000000;9.899459327000045;53.620719312000062;;;123710.0
;;2;2;9;221;2018;2;10;4;3;5;3;0.0;0;1;1;0;0;0.0;0;556402.309800000050000;5937622.265399999900000;9.851999095000053;53.584412295000050;;;123712.0
;;2;3;7;319;2018;2;13;4;3;5;3;0.0;0;1;1;0;0;0.0;0;560029.159699999960000;5943026.013500000400000;9.907819116000042;53.632575200000076;;;123713.0
;;2;3;7;319;2018;2;10;4;3;5;3;0.0;0;1;1;0;0;0.0;0;560549.193600000000000;5943857.117200000200000;9.915844246000063;53.639984699000081;;;123720.0
;;2;2;1;205;2018;2;14;4;3;5;3;0.0;0;1;1;0;0;0.0;0;563166.807299999990000;5933997.757899999600000;9.953434190000053;53.551066484000046;;;123722.0
;;2;4;8;421;2018;3;9;6;3;0;1;0.0;2;1;0;0;0;0.0;0;568991.808800000000000;5937859.582700000100000;10.042193951000058;53.585039910000035;;;123728.0
;;2;7;1;702;2018;2;7;5;2;0;2;0.0;2;1;0;0;0;0.0;1;565017.759199999970000;5924115.535600000100000;9.979318378000073;53.462025590000053;;;123729.0
;;2;3;1;304;2018;2;12;5;3;1;5;0.0;0;1;1;0;0;0.0;0;562394.178799999990000;5936827.274500000300000;9.942339026000070;53.576588753000067;;;123736.0
;;2;4;5;409;2018;2;13;3;3;1;5;0.0;0;1;1;0;0;0.0;0;565934.879399999980000;5938590.506900000400000;9.996178144000055;53.592002140000034;;;123744.0
;;2;4;5;413;2018;2;11;3;3;0;7;0.0;0;1;1;0;0;0.0;0;566942.711699999990000;5937749.152499999900000;10.011221869000053;53.584313049000059;;;123747.0
;;2;2;5;215;2018;2;9;3;3;1;6;0.0;0;1;0;0;0;0.0;1;560827.934299999960000;5936566.191200000200000;9.918636559000049;53.574426259000063;;;123749.0
;;2;1;5;114;2018;2;12;3;3;0;5;0.0;0;1;1;0;0;0.0;0;566571.237899999950000;5934663.817200000400000;10.004953740000076;53.556631873000072;;;123751.0
;;2;4;9;424;2018;3;10;3;3;5;3;0.0;0;1;1;0;0;0.0;0;570068.692999999970000;5937081.768000000200000;10.058283769000070;53.577906891000055;;;123753.0
;;2;1;5;114;2018;3;6;4;3;1;5;0.0;1;1;0;0;0;1.0;0;566661.505899999990000;5934826.948200000500000;10.006350981000026;53.558086508000031;;;123759.0
;;2;1;15;134;2018;2;6;2;3;5;3;2.0;0;1;1;0;0;0.0;0;567309.250000000000000;5930643.961000000100000;10.015228075000039;53.520410508000055;;;123760.0
;;2;3;3;313;2018;3;18;3;3;3;6;1.0;0;1;1;0;0;0.0;0;565345.981299999980000;5936428.286399999600000;9.986829480000040;53.572643540000058;;;123768.0
;;2;1;8;121;2018;2;10;2;3;1;5;0.0;0;1;1;0;0;0.0;0;569413.004500000040000;5934958.684299999800000;10.047910574000070;53.558913785000072;;;123769.0
;;2;3;2;312;2018;2;8;6;3;5;3;0.0;0;1;1;0;0;0.0;0;565732.337999999990000;5935759.921900000400000;9.992522461000021;53.566588537000030;;;123771.0
;;2;5;6;514;2018;2;22;2;3;1;5;2.0;0;1;1;0;0;0.0;0;574140.971600000050000;5940428.798700000200000;10.120572578000065;53.607426230000044;;;123772.0
;;2;5;3;510;2018;2;15;2;3;6;7;0.0;0;1;0;1;0;0.0;0;570476.157499999970000;5935820.290300000500000;10.064152051000065;53.566515388000028;;;123773.0
;;2;4;10;427;2018;2;16;2;3;5;3;0.0;0;1;1;0;0;0.0;0;569145.781500000040000;5938033.528800000400000;10.044557995000048;53.586582891000035;;;123776.0
;;2;2;6;218;2018;2;11;2;3;5;3;0.0;0;1;1;0;0;0.0;0;558757.252499999940000;5934975.474200000100000;9.887069640000050;53.560365724000064;;;123777.0
;;2;5;3;510;2018;2;7;5;3;6;6;2.0;2;1;0;1;0;0.0;0;570770.130099999950000;5936379.754599999600000;10.068716800000061;53.571503730000074;;;123781.0
;;2;4;1;401;2018;3;7;4;2;5;3;0.0;1;1;1;0;0;0.0;0;564437.423100000010000;5937670.461299999600000;9.973367399000040;53.583919665000053;;;123799.0
;;2;1;8;122;2018;2;22;7;2;4;2;2.0;0;1;1;0;0;0.0;0;569896.008000000030000;5935180.512000000100000;10.055250616000023;53.560843266000063;;;123807.0
;;2;3;8;320;2018;2;12;3;3;5;2;0.0;1;1;1;0;0;0.0;0;559843.113099999960000;5938609.617999999800000;9.904157501000043;53.592904676000046;;;123812.0
;;2;3;5;317;2018;2;14;3;2;5;3;0.0;2;1;0;0;0;0.0;1;564108.786300000040000;5937914.454900000200000;9.968454047000023;53.586152778000042;;;123823.0
;;2;4;5;413;2018;3;11;3;3;3;2;0.0;0;1;1;0;0;0.0;0;565943.467500000030000;5937691.309299999800000;9.996117808000065;53.583919810000054;;;123827.0
;;2;3;2;311;2018;2;17;7;3;0;7;0.0;0;1;1;0;0;0.0;0;564918.931800000020000;5935749.951899999800000;9.980240386000048;53.566600197000071;;;123833.0
;;2;3;4;316;2018;3;22;6;3;5;3;2.0;0;1;0;0;0;0.0;1;563836.560700000030000;5937277.607300000300000;9.964212059000033;53.580462467000075;;;123837.0
;;2;4;5;408;2018;2;15;6;3;4;3;0.0;0;1;1;0;0;0.0;0;567055.133900000020000;5939491.105299999900000;10.013294307000024;53.599953835000065;;;123853.0
;;2;1;1;101;2018;3;13;2;3;0;7;0.0;1;1;1;0;0;0.0;0;566215.204400000050000;5933834.925699999600000;9.999404431000073;53.549227472000041;;;123860.0
;;2;4;8;423;2018;3;17;5;3;6;7;1.0;0;1;0;1;0;0.0;0;569055.113099999960000;5937433.440899999800000;10.043055757000047;53.581201817000078;;;123863.0
;;2;3;7;319;2018;2;6;6;3;2;6;2.0;2;1;1;0;0;0.0;0;558918.746900000030000;5942045.663499999800000;9.890843034000056;53.623890570000071;;;123865.0
;;2;4;10;428;2018;3;17;4;3;5;3;0.0;1;1;1;0;0;0.0;0;569117.027400000020000;5938798.594800000100000;10.044293216000028;53.593462362000082;;;123867.0
;;2;4;13;432;2018;2;16;6;3;0;3;0.0;0;1;1;0;0;0.0;0;567868.216999999950000;5945070.089999999900000;10.026795322000055;53.649987735000082;;;123873.0
;;2;6;2;602;2018;2;19;5;3;5;3;2.0;2;1;1;0;0;0.0;0;579580.782200000020000;5927332.617300000000000;10.199438502000021;53.488937828000076;;;123876.0
;;2;2;5;216;2018;3;14;3;3;5;2;0.0;0;1;1;0;0;0.0;0;559829.589700000010000;5935914.273799999600000;9.903436520000071;53.568682001000070;;;123885.0
;;2;1;8;121;2018;3;5;6;3;5;2;2.0;0;1;1;0;0;0.0;0;569391.973099999940000;5935229.087200000000000;10.047653171000036;53.561346698000079;;;123888.0
;;2;4;10;427;2018;2;16;5;3;6;4;1.0;0;1;0;1;0;0.0;0;569115.677400000040000;5938062.592100000000000;10.044109745000071;53.586848054000029;;;123890.0
;;2;1;3;106;2018;2;1;5;3;0;7;2.0;0;1;0;0;0;0.0;0;565149.714000000040000;5934763.517699999700000;9.983518830000037;53.557706262000067;;;123897.0
;;2;1;11;128;2018;3;14;2;2;5;3;0.0;0;1;1;0;0;0.0;0;571465.704499999990000;5934016.390999999800000;10.078678297000067;53.550169930000038;;;123898.0
;;2;1;5;113;2018;2;18;5;3;3;2;2.0;1;1;1;0;0;0.0;0;567090.206299999960000;5935119.487200000300000;10.012884523000025;53.560660989000041;;;123899.0
;;2;1;8;122;2018;2;7;4;3;5;2;0.0;0;1;1;0;0;0.0;0;569769.556300000050000;5934756.036700000100000;10.053247111000076;53.557045305000031;;;123906.0
;;2;3;3;314;2018;2;8;4;3;5;3;0.0;0;1;1;0;0;0.0;0;565458.993999999950000;5937391.313299999600000;9.988737806000074;53.581284382000035;;;123914.0
;;2;1;5;114;2018;2;8;4;3;5;3;0.0;0;1;1;0;0;0.0;0;566669.838200000000000;5934129.633100000200000;10.006328024000027;53.551818539000067;;;123917.0
;;2;1;4;110;2018;2;17;6;3;1;5;0.0;0;1;1;0;0;0.0;0;563734.239999999990000;5934598.720800000200000;9.962120169000059;53.556398957000056;;;123944.0
;;2;4;5;410;2018;2;20;3;3;3;6;2.0;0;1;1;0;0;0.0;0;566431.655700000000000;5938314.601499999900000;10.003623674000039;53.589459821000048;;;123950.0
;;2;2;8;220;2018;2;15;3;2;5;3;0.0;0;1;1;0;0;0.0;0;557726.322599999960000;5937825.736600000400000;9.872034426000028;53.586096914000052;;;123964.0
;;2;2;1;204;2018;2;9;3;3;4;2;0.0;0;1;1;0;0;0.0;0;562640.077399999950000;5934647.014100000300000;9.945615067000063;53.556964694000044;;;123968.0
;;2;4;2;405;2018;3;10;5;3;5;3;0.0;1;1;1;0;0;0.0;0;564734.434699999980000;5939190.935600000400000;9.978168777000064;53.597547928000040;;;123973.0
;;2;2;3;209;2018;3;14;5;3;6;7;0.0;1;1;0;1;0;0.0;0;562131.493699999990000;5935386.145300000000000;9.938085577000038;53.563667988000077;;;123976.0
;;2;1;4;109;2018;3;18;5;3;3;2;1.0;0;1;1;0;0;0.0;0;564414.347300000020000;5934685.309799999900000;9.972403171000053;53.557094141000050;;;123978.0
;;2;5;10;518;2018;3;7;3;3;5;3;0.0;0;1;1;0;0;0.0;0;573064.378200000040000;5946054.477199999600000;10.105625290000035;53.658134299000039;;;123979.0
;;2;5;18;526;2018;4;17;2;3;0;3;0.0;0;1;1;0;0;0.0;0;576455.024899999960000;5938260.397599999800000;10.155007965000038;53.587606922000077;;;123983.0
;;2;7;1;701;2018;3;16;4;3;5;3;0.0;0;1;0;0;0;0.0;1;564771.290799999960000;5923910.095099999600000;9.975564254000062;53.460209574000032;;;123985.0
;;2;2;7;219;2018;3;17;2;3;5;3;0.0;0;1;1;0;0;0.0;0;559256.470399999990000;5934135.408200000400000;9.894446162000065;53.552759515000048;;;123988.0
;;2;6;1;601;2018;3;18;4;3;5;3;2.0;0;1;0;0;0;0.0;1;577481.256500000020000;5930261.196700000200000;10.168525445000057;53.515569705000075;;;123989.0
;;2;3;4;315;2018;3;8;5;3;1;5;0.0;1;1;1;0;0;0.0;0;564072.337399999960000;5936961.792500000400000;9.967707937000057;53.577595404000078;;;123994.0
;;2;5;5;513;2018;3;7;4;2;3;6;0.0;0;1;1;0;0;0.0;0;575253.957000000050000;5938792.323699999600000;10.136995685000045;53.592560971000069;;;123997.0
;;2;2;8;220;2018;3;8;4;3;4;2;0.0;0;1;0;0;0;0.0;1;557388.314600000040000;5937748.972600000000000;9.866914882000060;53.585444099000028;;;124004.0
;;2;3;3;314;2018;4;8;4;3;4;2;0.0;0;1;1;0;0;0.0;0;565540.483600000040000;5937485.268000000200000;9.989988210000036;53.582118595000054;;;124005.0
;;2;1;16;137;2018;3;5;3;3;5;2;1.0;1;1;1;0;0;0.0;0;565745.822099999990000;5928427.887699999800000;9.991185900000062;53.500691857000049;;;124012.0
;;2;3;4;316;2018;4;8;6;3;5;3;0.0;0;1;1;0;0;0.0;0;563402.432000000030000;5937275.165699999800000;9.957655325000076;53.580493185000080;;;124016.0
;;2;6;1;601;2018;3;17;3;3;0;7;0.0;0;1;0;0;0;0.0;0;577004.987700000060000;5929650.741800000000000;10.161194272000046;53.510153644000070;;;124023.0
;;2;1;1;102;2018;4;14;6;3;6;4;0.0;0;1;0;1;0;0.0;0;565877.314800000050000;5933966.302799999700000;9.994333094000069;53.550450692000027;;;124028.0
;;2;1;2;103;2018;3;17;6;3;3;6;0.0;0;1;1;0;0;0.0;0;565604.260699999980000;5933166.965900000200000;9.990044696000041;53.543301035000070;;;124035.0
;;2;4;5;413;2018;3;7;3;3;5;3;0.0;0;1;1;0;0;0.0;0;566575.966299999970000;5937310.311999999900000;10.005589216000033;53.580415808000055;;;124040.0
;;2;1;3;107;2018;4;13;3;3;0;7;0.0;0;1;1;0;0;0.0;0;565041.804400000020000;5934390.385599999700000;9.981812415000036;53.554366207000044;;;124048.0
;;2;2;1;202;2018;3;5;3;3;2;6;0.0;2;1;0;0;0;0.0;1;562378.122800000010000;5933642.416299999700000;9.941460747000065;53.547967189000076;;;124049.0
;;2;4;11;430;2018;3;17;6;3;4;2;0.0;0;1;1;0;0;0.0;0;568603.082999999980000;5940794.889399999800000;10.036968769000055;53.611470660000066;;;124053.0
;;2;6;1;601;2018;3;13;2;3;5;3;0.0;0;1;0;0;0;0.0;1;578949.295799999960000;5929014.330400000300000;10.190346271000067;53.504146061000029;;;124054.0
;;2;2;2;207;2018;4;19;1;3;4;2;0.0;0;1;1;0;0;0.0;0;563263.859700000030000;5935132.094200000200000;9.955128455000022;53.561249462000035;;;124058.0
;;2;4;5;413;2018;4;18;6;3;1;6;0.0;0;1;1;0;0;0.0;0;566994.175099999990000;5937189.344899999900000;10.011878960000047;53.579275405000033;;;124063.0
;;2;4;7;417;2018;3;9;2;3;5;3;0.0;0;1;1;0;0;0.0;0;568298.999100000020000;5935636.472099999900000;10.031243886000027;53.565151285000070;;;124065.0
;;2;4;11;430;2018;4;9;4;3;0;3;0.0;0;1;1;0;0;0.0;0;569753.683700000050000;5943004.248800000200000;10.054852418000053;53.631174159000068;;;124070.0
;;2;5;3;510;2018;3;3;7;3;0;7;2.0;0;1;0;0;0;0.0;0;570551.308800000000000;5936366.192400000100000;10.065409892000048;53.571411318000060;;;124072.0
;;2;3;2;312;2018;3;16;2;3;3;6;0.0;0;1;1;0;0;0.0;0;565465.901900000060000;5936397.447599999600000;9.988633713000070;53.572351434000041;;;124074.0
;;2;2;3;210;2018;4;9;6;3;5;3;0.0;0;1;0;0;0;0.0;0;562463.665799999960000;5934981.085699999700000;9.943019122000067;53.559988139000041;;;124079.0
;;2;5;9;517;2018;3;12;1;3;1;7;0.0;0;1;1;0;0;0.0;0;570233.469000000040000;5943794.672000000300000;10.062285065000026;53.638213483000072;;;124083.0
;;2;7;7;708;2018;4;8;3;3;0;3;0.0;1;1;0;0;0;0.0;1;565204.572900000030000;5920061.325400000400000;9.981291715000054;53.425565541000026;;;124085.0
;;2;1;5;113;2018;3;8;2;3;4;6;0.0;0;1;1;0;0;0.0;0;567616.240699999970000;5934436.089399999900000;10.020677024000065;53.554451680000057;;;124086.0
;;2;2;8;220;2018;3;14;7;3;0;7;0.0;1;1;0;0;0;0.0;1;557128.498299999980000;5939430.817400000100000;9.863298630000031;53.600588067000047;;;124087.0
;;2;1;4;109;2018;3;8;4;3;3;2;0.0;1;1;1;0;0;0.0;0;565574.729399999950000;5935012.606399999900000;9.989986201000022;53.559891958000037;;;124090.0
;;2;1;11;129;2018;4;18;5;3;7;7;0.0;0;1;0;0;0;0.0;0;571590.027800000040000;5935108.243300000200000;10.080804478000061;53.559965457000033;;;124093.0
;;2;1;1;102;2018;3;9;5;3;3;2;0.0;1;1;0;0;0;0.0;0;565388.867199999980000;5933804.898600000000000;9.986928061000072;53.549061169000026;;;124094.0
;;2;3;1;301;2018;3;14;1;3;1;5;0.0;0;1;1;0;0;0.0;0;562418.031300000030000;5937092.743700000500000;9.942752298000073;53.578971777000049;;;124097.0
;;2;6;2;603;2018;3;16;7;2;6;7;0.0;0;1;0;1;0;0.0;0;580640.884100000020000;5927077.750799999600000;10.215346914000065;53.486486042000081;;;124101.0
;;2;4;12;431;2018;4;7;5;3;5;3;0.0;1;1;1;0;0;0.0;0;567695.553199999970000;5942448.174700000300000;10.023612855000067;53.626446885000064;;;124109.0
;;2;5;18;526;2018;4;18;2;3;0;7;1.0;0;1;0;0;0;0.0;0;575310.376999999980000;5939635.794999999900000;10.138051651000069;53.600132936000080;;;124111.0
;;2;3;7;319;2018;3;11;6;3;0;3;0.0;0;1;1;0;0;0.0;0;561112.342300000020000;5942904.922199999900000;9.924173947000043;53.631361582000068;;;124115.0
;;2;1;1;102;2018;4;13;5;3;3;2;0.0;0;1;1;0;0;0.0;0;566045.444200000030000;5933747.356200000300000;9.996824125000046;53.548461845000077;;;124120.0
;;2;2;1;206;2018;3;9;3;3;5;3;0.0;0;1;1;0;0;0.0;0;562817.104300000010000;5935142.630900000200000;9.948386686000049;53.561397820000082;;;124121.0
;;2;1;4;112;2018;3;4;6;3;6;6;2.0;0;1;0;1;0;0.0;0;563768.512400000010000;5933804.173700000200000;9.962475393000034;53.549253943000053;;;124122.0
;;2;2;2;207;2018;4;17;1;3;5;3;0.0;0;1;1;0;0;0.0;0;563985.571099999940000;5935264.509800000100000;9.966049944000076;53.562352029000067;;;124140.0
;;2;1;5;114;2018;3;17;5;3;0;7;0.0;0;1;1;0;0;0.0;0;567182.313199999980000;5934234.958399999900000;10.014084733000061;53.552699790000077;;;124141.0
;;2;5;10;518;2018;3;7;4;3;5;3;0.0;1;1;1;0;0;0.0;0;573269.388900000020000;5944903.224499999500000;10.108455480000032;53.647759591000067;;;124143.0
;;2;2;8;220;2018;4;7;6;3;5;2;0.0;0;1;1;0;0;0.0;0;557389.272800000040000;5937749.412499999600000;9.866929436000021;53.585447948000080;;;124146.0
;;2;4;5;408;2018;3;1;1;3;1;5;2.0;1;1;1;0;0;0.0;0;566474.730600000010000;5939505.855700000200000;10.004528257000061;53.600160337000034;;;124147.0
;;2;4;5;410;2018;3;9;4;3;5;3;0.0;0;1;1;0;0;0.0;0;566718.673700000040000;5937908.931200000500000;10.007872340000063;53.585777557000029;;;124152.0
;;2;2;4;211;2018;3;16;6;3;4;2;0.0;0;1;1;0;0;0.0;0;561774.028399999950000;5934671.331000000200000;9.932547906000025;53.557285874000058;;;124154.0
