,OBJECTID,ULAND,UREGBEZ,UKREIS,UGEMEINDE,UJAHR,UMONAT,USTUNDE,UWOCHENTAG,UKATEGORIE,UART,UTYP1,ULICHTVERH,STRZUSTAND,IstRad,IstPKW,IstFuss,IstKrad,IstGkfz,IstSonstig,LINREFX,LINREFY,XGCSWGS84,YGCSWGS84,UIDENTSTLA,lat_short,long_short
97901,97902,2,5,6,514,2016,8,16,3,2,6,7,0,0,1,0,1,0,0.0,0,574013.391599999970000,5940349.021900000100000,10.118625780000000,53.606727329999998,,10.119,53.607
97905,97906,2,6,1,601,2016,8,10,4,3,3,6,0,0,1,1,0,0,0.0,0,578533.076400000020000,5929249.755900000200000,10.184131229000000,53.506324085000003,,10.184,53.506
97906,97907,2,3,3,313,2016,8,14,3,3,6,7,0,0,1,0,1,0,0.0,0,565444.047000000020000,5936986.760200000400000,9.988427250999999,53.577650441999999,,9.988,53.578
97914,97915,2,1,12,130,2016,9,16,5,3,5,2,0,0,1,1,0,0,0.0,0,573140.857500000040000,5933281.062199999600000,10.103785407000000,53.543330900999997,,10.104,53.543
97915,97916,2,2,3,209,2016,9,10,2,3,3,6,0,0,1,1,0,0,0.0,0,562491.505299999960000,5935569.599899999800000,9.943557061000000,53.565274013000000,,9.944,53.565
97916,97917,2,4,8,419,2016,9,9,3,3,3,6,0,0,1,1,0,0,0.0,0,567603.089999999970000,5937424.750000000000000,10.021125391000000,53.581312889000003,,10.021,53.581
97917,97918,2,7,13,714,2016,9,20,6,3,0,5,2,0,1,1,0,0,0.0,0,558054.005400000020000,5925826.179300000000000,9.874758387000000,53.478213852000003,,9.875,53.478
97918,97919,2,3,1,301,2016,9,13,4,3,5,3,0,0,1,1,0,0,0.0,0,562737.868699999990000,5937456.222000000100000,9.947655412000000,53.582200311999998,,9.948,53.582
97919,97920,2,4,10,428,2016,9,14,5,3,3,6,0,0,1,0,0,0,1.0,0,569102.729999999980000,5938890.015499999700000,10.044097492000001,53.594285847999998,,10.044,53.594
97923,97924,2,2,5,215,2016,9,18,3,3,5,3,0,0,1,1,0,0,0.0,0,561685.820300000020000,5935355.718899999700000,9.931351598999999,53.563447109000002,,9.931,53.563
97924,97925,2,1,17,138,2016,9,11,1,3,0,7,0,0,1,0,0,0,0.0,0,567056.817599999950000,5930938.787499999600000,10.011484399000000,53.523092449000004,,10.011,53.523
97925,97926,2,5,16,524,2016,9,8,2,3,4,6,0,0,1,0,0,0,0.0,0,574541.043100000010000,5947508.280100000100000,10.128314734000000,53.670990781999997,,10.128,53.671
97927,97928,2,4,6,415,2016,9,8,3,3,5,3,0,0,1,1,0,0,0.0,0,567303.992699999940000,5935900.345200000300000,10.016279793000001,53.567651312999999,,10.016,53.568
97928,97929,2,6,1,601,2016,9,11,6,3,3,6,0,0,1,1,0,0,0.0,0,577126.324700000000000,5930108.223600000100000,10.163136140000001,53.514247158000003,,10.163,53.514
97929,97930,2,1,5,113,2016,9,14,4,3,5,3,0,0,1,0,0,0,0.0,0,567930.056600000010000,5934578.095499999800000,10.025444149000000,53.555687396000003,,10.025,53.556
97930,97931,2,2,7,219,2016,9,7,5,3,1,5,0,0,1,1,0,0,0.0,0,559473.096999999950000,5933928.082100000200000,9.897676152000001,53.550871678000000,,9.898,53.551
97931,97932,2,3,1,310,2016,9,16,7,3,5,3,0,0,1,1,0,0,0.0,0,563754.381399999950000,5935501.472000000100000,9.962608353000000,53.564509817000001,,9.963,53.565
97932,97933,2,2,4,213,2016,9,11,4,3,0,7,0,0,1,0,0,0,0.0,1,561548.025999999950000,5934075.684399999700000,9.929019364000000,53.551959103999998,,9.929,53.552
97933,97934,2,1,8,126,2016,9,11,2,2,5,3,0,1,1,1,0,0,0.0,0,569997.303900000060000,5933930.656999999700000,10.056499763000000,53.549597247000001,,10.056,53.55
97936,97937,2,5,18,526,2016,9,13,6,3,5,3,0,0,1,1,0,0,0.0,0,576255.999500000030000,5940078.661200000000000,10.152446595000001,53.603976107999998,,10.152,53.604
97937,97938,2,1,16,135,2016,9,8,4,3,1,5,0,0,1,1,0,0,0.0,0,570383.040799999960000,5925414.322499999800000,10.060408265000000,53.473008436000001,,10.06,53.473
97939,97940,2,3,3,314,2016,9,22,5,3,5,3,2,0,1,1,0,0,0.0,0,565451.486500000000000,5937380.251100000000000,9.988622105999999,53.581185900000001,,9.989,53.581
97943,97944,2,5,18,526,2016,9,9,2,3,4,6,0,0,1,0,0,0,0.0,0,576002.802000000030000,5940207.878100000300000,10.148652413000001,53.605174126000001,,10.149,53.605
97945,97946,2,5,2,508,2016,9,8,3,3,0,2,0,0,1,1,0,0,0.0,0,572773.376500000010000,5938232.201700000100000,10.099394170000000,53.587877435999999,,10.099,53.588
97946,97947,2,1,5,114,2016,9,10,2,3,4,2,0,0,1,0,0,0,0.0,1,567107.381199999950000,5934188.668100000400000,10.012943928000000,53.552293354000000,,10.013,53.552
97947,97948,2,4,5,413,2016,9,17,4,3,0,7,0,0,1,1,0,0,0.0,0,565938.763999999970000,5937771.923399999700000,9.996063805000000,53.584644894999997,,9.996,53.585
97951,97952,2,3,1,307,2016,9,10,2,3,5,2,0,0,1,1,0,0,0.0,0,563070.023200000050000,5935807.138399999600000,9.952338723000000,53.567339637000003,,9.952,53.567
97952,97953,2,6,14,615,2016,9,16,3,3,5,3,0,0,1,1,0,0,0.0,0,578163.980800000020000,5926896.956399999600000,10.177981033000000,53.485234992000002,,10.178,53.485
97953,97954,2,3,6,318,2016,9,13,6,2,3,6,0,0,1,1,0,0,0.0,0,562182.447300000000000,5941523.095400000000000,9.940078239000000,53.618816713999998,,9.94,53.619
97954,97955,2,2,14,227,2016,9,18,2,3,1,5,0,0,1,1,0,0,0.0,0,550553.283900000040000,5936940.958999999800000,9.763543942000000,53.578885380000003,,9.764,53.579
97955,97956,2,5,6,514,2016,9,17,2,2,5,7,0,0,1,0,0,0,1.0,0,574445.401700000050000,5939446.410799999700000,10.124938152000000,53.598554559000000,,10.125,53.599
97956,97957,2,4,6,415,2016,9,9,4,3,3,6,0,0,1,1,0,0,0.0,0,567802.013799999960000,5935875.218399999700000,10.023793065000000,53.567361378999998,,10.024,53.567
97960,97961,2,2,14,227,2016,9,13,1,3,5,2,0,0,1,1,0,0,0.0,0,551446.799400000020000,5936633.535000000100000,9.776987355999999,53.576035455000003,,9.777,53.576
97962,97963,2,1,2,103,2016,9,16,2,3,3,2,0,0,1,0,0,0,1.0,0,565614.110800000020000,5933149.293200000200000,9.990189614000000,53.543140975000000,,9.99,53.543
97964,97965,2,6,1,601,2016,9,16,6,3,5,3,0,0,1,1,0,0,0.0,0,580392.461299999970000,5929024.880699999600000,10.212102791000000,53.504022257000003,,10.212,53.504
97965,97966,2,3,1,308,2016,9,16,4,3,0,7,0,0,1,0,0,0,0.0,1,563929.549099999950000,5936439.294599999700000,9.965444701999999,53.572916991000000,,9.965,53.573
97966,97967,2,2,11,223,2016,9,19,5,3,0,7,0,0,1,0,0,0,0.0,1,552620.356600000060000,5934728.382199999900000,9.794388480000000,53.558796090999998,,9.794,53.559
97970,97971,2,2,9,221,2016,9,17,3,3,5,3,0,0,1,1,0,0,0.0,0,557073.997199999980000,5936895.218999999600000,9.862011226000000,53.577805267999999,,9.862,53.578
97973,97974,2,2,8,220,2016,9,7,4,3,5,3,0,0,1,1,0,0,0.0,0,558704.364399999960000,5939257.930800000200000,9.887076716999999,53.598860109999997,,9.887,53.599
97974,97975,2,4,12,431,2016,9,7,5,3,4,2,0,0,1,1,0,0,0.0,0,567134.142400000010000,5943162.279900000400000,10.015279384999999,53.632936876999999,,10.015,53.633
97976,97977,2,5,3,511,2016,9,15,7,3,0,3,0,0,1,1,0,0,0.0,0,571852.534100000050000,5936062.859299999700000,10.084986341000000,53.568508684000001,,10.085,53.569
97979,97980,2,1,3,105,2016,9,14,1,3,0,7,0,0,1,0,1,0,0.0,0,564296.850600000010000,5933532.410600000100000,9.970392618000000,53.546747093000000,,9.97,53.547
97980,97981,2,1,7,120,2016,9,18,2,3,5,3,0,0,1,1,0,0,0.0,0,568008.915400000060000,5934377.678000000300000,10.026590755999999,53.553876004999999,,10.027,53.554
97983,97984,2,1,4,109,2016,9,14,5,3,5,2,0,0,1,1,0,0,0.0,0,564600.681199999990000,5935057.894899999700000,9.975292649000000,53.560419768999999,,9.975,53.56
97984,97985,2,7,1,701,2016,9,9,3,3,5,3,0,0,1,1,0,0,0.0,0,564811.486299999990000,5924473.359100000000000,9.976285710000001,53.465266921999998,,9.976,53.465
97987,97988,2,1,2,103,2016,9,10,7,2,5,3,0,0,1,1,0,0,0.0,0,565808.095699999950000,5933154.277400000000000,9.993117627000000,53.543161498000003,,9.993,53.543
97988,97989,2,3,2,312,2016,9,19,4,3,1,5,1,0,1,0,0,0,0.0,1,565347.640800000050000,5936428.396200000300000,9.986854559999999,53.572644320000002,,9.987,53.573
97990,97991,2,3,5,317,2016,9,18,3,3,5,3,0,0,1,0,0,0,0.0,1,562342.591200000020000,5939336.243400000000000,9.942061387000001,53.599143802000000,,9.942,53.599
97993,97994,2,4,9,425,2016,9,15,6,3,0,5,0,0,1,1,0,0,0.0,0,571075.619900000050000,5938301.673399999700000,10.073766839999999,53.588734662999997,,10.074,53.589
97994,97995,2,6,2,603,2016,9,14,4,3,5,3,0,0,1,1,0,0,0.0,0,580210.576400000020000,5926603.961799999700000,10.208742234000001,53.482294005999997,,10.209,53.482
97995,97996,2,7,13,714,2016,9,15,3,3,5,3,0,0,1,1,0,0,0.0,0,559341.159300000060000,5925278.398199999700000,9.894047176000001,53.473147085000001,,9.894,53.473
97996,97997,2,3,8,320,2016,9,15,6,3,5,2,0,0,1,1,0,0,0.0,0,559469.859999999990000,5940040.990000000200000,9.898791902999999,53.605811486000000,,9.899,53.606
97997,97998,2,4,5,413,2016,9,9,2,3,3,6,0,0,1,1,0,0,0.0,0,566932.407699999980000,5937501.478500000200000,10.011013123000000,53.582088482000003,,10.011,53.582
97999,98000,2,4,8,422,2016,9,8,2,3,3,2,0,1,1,1,0,0,0.0,0,568575.805900000040000,5936744.250599999900000,10.035665873999999,53.575070898000000,,10.036,53.575
98005,98006,2,1,3,108,2016,9,11,6,3,1,6,0,0,1,1,0,0,0.0,0,565509.712300000010000,5934820.583100000400000,9.988964542000000,53.558174317000002,,9.989,53.558
98006,98007,2,2,7,219,2016,9,17,2,3,5,3,0,0,1,1,0,0,0.0,0,559256.515099999960000,5934135.293499999700000,9.894446815000000,53.552758478999998,,9.894,53.553
98008,98009,2,3,8,320,2016,9,11,2,3,6,3,0,0,1,0,1,0,0.0,0,558466.373099999970000,5940704.781200000100000,9.883752358000001,53.611890197999998,,9.884,53.612
98009,98010,2,3,8,320,2016,9,16,4,3,5,2,0,0,1,1,0,0,0.0,0,560010.148999999980000,5941211.193900000300000,9.907181797000000,53.616266950000004,,9.907,53.616
98011,98012,2,3,8,320,2016,9,12,2,3,5,3,0,0,1,1,0,0,0.0,0,559868.695599999980000,5940138.556499999900000,9.904837585999999,53.606642936000000,,9.905,53.607
98014,98015,2,5,17,525,2016,9,8,3,3,5,3,0,0,1,0,0,0,1.0,0,578250.420900000030000,5946111.593399999700000,10.184098128000000,53.657897370000001,,10.184,53.658
98015,98016,2,2,1,203,2016,9,17,1,3,3,2,0,0,1,1,0,0,0.0,0,562007.998400000040000,5933894.919700000400000,9.935925424000001,53.550280376000003,,9.936,53.55
98016,98017,2,1,11,129,2016,9,19,2,3,5,3,1,0,1,1,0,0,0.0,0,571539.864199999950000,5935341.050800000300000,10.080100599000000,53.562064532999997,,10.08,53.562
98021,98022,2,5,4,512,2016,9,8,3,3,1,7,0,0,1,1,0,0,0.0,0,574369.108200000020000,5936378.875699999700000,10.123054433000000,53.570998021999998,,10.123,53.571
98025,98026,2,3,1,301,2016,9,16,4,2,1,5,0,0,1,1,0,0,0.0,0,562541.841299999970000,5937062.212200000000000,9.944615909000000,53.578682631000000,,9.945,53.579
98026,98027,2,2,4,214,2016,9,19,4,3,5,3,1,0,1,0,0,0,0.0,0,561098.306199999990000,5933646.398500000100000,9.922148282000000,53.548153454999998,,9.922,53.548
98027,98028,2,4,5,413,2016,9,8,5,3,6,3,0,0,1,0,1,0,0.0,0,566885.473800000040000,5937688.756000000100000,10.010344448000000,53.583777560999998,,10.01,53.584
98028,98029,2,2,4,212,2016,9,13,2,2,5,3,0,0,1,1,0,0,0.0,0,560444.461000000010000,5934295.410699999900000,9.912406735999999,53.554062096000003,,9.912,53.554
98030,98031,2,5,12,520,2016,9,5,3,3,5,3,1,0,1,1,0,0,0.0,0,569905.854799999970000,5944701.410400000400000,10.057534655000000,53.646406134000003,,10.058,53.646
98031,98032,2,2,5,217,2016,9,22,3,2,4,2,2,0,1,1,0,0,0.0,0,559495.016399999960000,5936127.321200000100000,9.898425678000001,53.570634800000001,,9.898,53.571
98035,98036,2,3,7,319,2016,9,8,3,2,5,3,0,0,1,1,0,0,0.0,0,559885.472799999990000,5943108.844700000200000,9.905662384999999,53.633336090000000,,9.906,53.633
98036,98037,2,6,2,602,2016,9,13,6,3,3,2,0,0,1,1,0,0,0.0,0,579299.094799999960000,5925691.131400000300000,10.194779357000000,53.474228740999997,,10.195,53.474
98044,98045,2,3,6,318,2016,9,21,6,2,4,6,2,0,1,0,0,0,0.0,0,563000.027200000010000,5943257.199099999900000,9.952787597000000,53.634303807999999,,9.953,53.634
98049,98050,2,5,11,519,2016,9,11,2,3,5,2,0,0,1,1,0,0,0.0,0,570377.682099999980000,5945502.495500000200000,10.064852489000000,53.653542145999999,,10.065,53.654
98050,98051,2,4,2,403,2016,9,13,2,3,6,3,0,0,1,0,1,0,0.0,0,564668.794299999950000,5938282.920500000000000,9.976988794000000,53.589395496999998,,9.977,53.589
98052,98053,2,5,6,514,2016,9,12,3,2,5,3,0,0,1,1,0,0,0.0,0,574915.075599999980000,5942816.380599999800000,10.132844316000000,53.628772689999998,,10.133,53.629
98055,98056,2,3,2,312,2016,9,15,3,3,5,3,0,0,1,1,0,0,0.0,0,565872.134700000050000,5934892.644200000000000,9.994450122000000,53.558776588999997,,9.994,53.559
98058,98059,2,3,5,317,2016,9,18,2,3,5,3,0,0,1,1,0,0,0.0,0,564418.079799999950000,5939278.734000000200000,9.973407400999999,53.598375967999999,,9.973,53.598
98059,98060,2,2,1,203,2016,9,19,3,3,1,7,1,0,1,1,0,0,0.0,0,562035.006900000040000,5933652.528099999800000,9.936284934000000,53.548098715999998,,9.936,53.548
98060,98061,2,2,1,204,2016,9,11,2,3,0,7,0,0,1,0,0,0,0.0,0,562639.221699999990000,5934374.886699999700000,9.945547618000001,53.554519087999999,,9.946,53.555
98064,98065,2,4,7,416,2016,9,11,4,3,0,3,0,0,1,1,0,0,0.0,0,567406.613900000000000,5935526.725300000000000,10.017748469000001,53.564280361000002,,10.018,53.564
98069,98070,2,6,1,601,2016,9,15,2,3,4,6,0,0,1,1,0,0,0.0,0,579002.944900000000000,5927879.242800000100000,10.190869056000000,53.493937279999997,,10.191,53.494
98070,98071,2,1,14,132,2016,9,14,5,3,5,3,0,0,1,0,0,0,1.0,0,569181.742899999950000,5932831.649600000100000,10.043949328000000,53.539828436999997,,10.044,53.54
98071,98072,2,3,2,311,2016,9,7,2,3,6,4,0,0,1,0,0,0,0.0,1,564983.159499999950000,5935837.825699999900000,9.981228314000001,53.567381990999998,,9.981,53.567
98072,98073,2,1,4,110,2016,9,20,3,3,4,2,1,0,1,1,0,0,0.0,0,563763.758900000020000,5934439.155299999800000,9.962533162000000,53.554961306000003,,9.963,53.555
98073,98074,2,7,9,710,2016,9,17,6,3,1,1,0,0,1,1,0,0,0.0,0,562621.868099999960000,5923625.437800000400000,9.943138542000000,53.457911123000002,,9.943,53.458
98074,98075,2,2,1,203,2016,9,5,4,3,5,3,2,0,1,1,0,0,0.0,0,562628.555700000030000,5933708.098399999600000,9.945253072000000,53.548527688000000,,9.945,53.549
98075,98076,2,3,9,321,2016,9,12,5,2,3,2,0,0,1,0,0,0,1.0,0,561983.621200000050000,5936403.794599999700000,9.936055218000000,53.572831463000000,,9.936,53.573
98076,98077,2,1,2,103,2016,9,7,2,3,3,2,0,1,1,1,0,0,0.0,0,565944.743499999980000,5933178.458800000100000,9.995184551000000,53.543361681999997,,9.995,53.543
98077,98078,2,2,11,223,2016,9,14,7,3,0,6,0,0,1,0,1,0,0.0,0,551439.436400000010000,5935137.762000000100000,9.776629810999999,53.562592557999999,,9.777,53.563
98079,98080,2,3,1,308,2016,9,19,3,3,5,2,0,0,1,1,0,0,0.0,0,563768.344599999950000,5936486.360600000200000,9.963020231000000,53.573359605999997,,9.963,53.573
98081,98082,2,5,10,518,2016,9,14,2,3,5,3,0,0,1,0,0,0,0.0,1,573161.803799999990000,5946068.772800000400000,10.107102618000001,53.658249151000000,,10.107,53.658
98085,98086,2,5,3,510,2016,9,22,7,2,5,3,2,0,1,0,0,1,0.0,0,571106.186899999970000,5936483.588299999900000,10.073814341000000,53.572391443000001,,10.074,53.572
98086,98087,2,4,5,410,2016,9,9,3,3,3,5,0,0,1,0,0,0,1.0,0,566489.324000000020000,5938161.625400000300000,10.004462153000000,53.588077691000002,,10.004,53.588
98087,98088,2,4,8,423,2016,9,10,3,2,0,7,0,0,1,0,0,0,0.0,0,569511.934400000030000,5936608.963800000000000,10.049771043000000,53.573731856999999,,10.05,53.574
98088,98089,2,3,3,314,2016,9,11,1,3,5,3,0,0,1,1,0,0,0.0,0,566096.598000000000000,5937167.362999999900000,9.998319592000000,53.579191729999998,,9.998,53.579
98091,98092,2,5,5,513,2016,9,10,6,2,1,5,0,0,1,1,0,0,0.0,0,572920.289299999950000,5937948.042899999800000,10.101546732999999,53.585303324999998,,10.102,53.585
98093,98094,2,1,5,114,2016,9,7,4,3,4,2,0,0,1,1,0,0,0.0,0,566668.152699999980000,5934467.863300000300000,10.006374716000000,53.554858496999998,,10.006,53.555
98094,98095,2,3,5,317,2016,9,10,5,3,1,6,0,0,1,1,0,0,0.0,0,564404.310599999970000,5938880.280799999800000,9.973117071000001,53.594796670000001,,9.973,53.595
98095,98096,2,1,1,101,2016,9,19,7,3,0,4,1,0,1,0,1,0,0.0,0,566097.482199999970000,5933996.854799999900000,9.997662142999999,53.550697599000003,,9.998,53.551
98098,98099,2,1,3,108,2016,9,14,3,3,0,3,0,0,1,0,0,0,0.0,1,565480.475199999990000,5934752.121700000000000,9.988508894000001,53.557562685999997,,9.989,53.558
98100,98101,2,6,7,608,2016,9,20,4,3,1,6,1,0,1,1,0,0,0.0,0,570742.187299999990000,5924849.573900000200000,10.065691070000000,53.467884818999998,,10.066,53.468
98102,98103,2,5,1,504,2016,9,16,6,3,5,3,0,0,1,1,0,0,0.0,0,569991.285700000010000,5935977.516400000100000,10.056867350999999,53.567993283000000,,10.057,53.568
98103,98104,2,4,4,407,2016,9,7,2,3,4,6,0,0,1,0,0,0,0.0,0,566756.019399999990000,5940941.013600000200000,10.009085647999999,53.613022514000001,,10.009,53.613
98110,98111,2,4,12,431,2016,9,7,6,3,4,3,0,0,1,1,0,0,0.0,0,567405.089299999990000,5942147.967799999800000,10.019156558000001,53.623786381000002,,10.019,53.624
98113,98114,2,2,1,202,2016,9,16,6,3,7,7,0,0,1,0,0,0,0.0,0,563009.276100000020000,5933487.991100000200000,9.950954073000000,53.546503956000002,,9.951,53.547
98116,98117,2,4,8,423,2016,9,10,4,3,5,3,0,0,1,1,0,0,0.0,0,569163.293399999970000,5937202.924200000200000,10.044638408000001,53.579115895999998,,10.045,53.579
98117,98118,2,1,8,123,2016,9,7,5,3,5,3,0,0,1,1,0,0,0.0,0,570510.959999999960000,5935101.927000000100000,10.064515331000001,53.560054764999997,,10.065,53.56
98121,98122,2,3,7,319,2016,9,17,1,3,5,3,0,0,1,1,0,0,0.0,0,560247.131999999980000,5943459.105800000000000,9.911198918000000,53.636442502000001,,9.911,53.636
98123,98124,2,1,4,109,2016,9,9,2,2,5,3,0,0,1,1,0,0,0.0,0,564712.140999999950000,5935422.639999999700000,9.977050657000000,53.563684101000000,,9.977,53.564
98125,98126,2,5,18,526,2016,9,9,3,3,5,3,0,0,1,1,0,0,0.0,0,575164.263400000050000,5941150.924499999700000,10.136209590000000,53.613769988999998,,10.136,53.614
98134,98135,2,5,1,502,2016,9,20,3,3,0,7,1,0,1,1,0,0,0.0,0,569325.529600000010000,5935934.769399999600000,10.046806809000000,53.567697496000001,,10.047,53.568
98135,98136,2,2,11,223,2016,9,11,3,3,0,7,0,0,1,1,0,0,0.0,0,553801.024800000010000,5935137.381600000000000,9.812281027999999,53.562352351999998,,9.812,53.562
98137,98138,2,5,2,508,2016,9,15,2,3,4,3,0,0,1,0,0,0,0.0,0,571861.468400000010000,5938015.276899999900000,10.085570661000000,53.586053722000003,,10.086,53.586
98141,98142,2,1,2,104,2016,9,17,3,3,5,3,0,0,1,1,0,0,0.0,0,568096.240400000010000,5932148.005300000300000,10.027423296000000,53.533826263000002,,10.027,53.534
98142,98143,2,2,3,209,2016,9,18,5,3,1,5,0,0,1,1,0,0,0.0,0,562395.456200000020000,5935661.912200000100000,9.942125473000001,53.566115086000003,,9.942,53.566
98143,98144,2,1,1,102,2016,9,15,7,3,6,4,0,0,1,0,1,0,0.0,0,565877.704000000030000,5933984.644000000300000,9.994342831999999,53.550615479999998,,9.994,53.551
98145,98146,2,3,1,309,2016,9,9,4,3,5,5,0,0,1,1,0,0,0.0,0,563948.555999999980000,5936223.230999999700000,9.965687447000001,53.570972849000000,,9.966,53.571
98146,98147,2,2,7,219,2016,9,19,5,3,5,3,0,0,1,1,0,0,0.0,0,557751.410200000040000,5934361.473500000300000,9.871772736000001,53.554959007999997,,9.872,53.555
98147,98148,2,3,4,315,2016,9,7,7,3,5,3,0,0,1,1,0,0,0.0,0,564194.001200000060000,5936852.227300000400000,9.969522651000000,53.576595836000003,,9.97,53.577
98166,98167,2,3,1,304,2016,9,8,4,3,5,3,0,0,1,1,0,0,0.0,0,561944.549400000020000,5937142.216199999700000,9.935611770000000,53.579472537000001,,9.936,53.579
98167,98168,2,4,11,430,2016,9,18,5,3,6,6,0,0,1,0,1,0,0.0,0,568357.624799999990000,5941815.975499999700000,10.033483325000001,53.620679279999997,,10.033,53.621
98171,98172,2,4,6,414,2016,9,16,3,3,4,2,0,0,1,1,0,0,0.0,0,567460.058899999950000,5937327.170400000200000,10.018944232000001,53.580454346000003,,10.019,53.58
98175,98176,2,1,1,101,2016,9,15,2,2,5,3,0,0,1,1,0,0,0.0,0,566280.869799999990000,5934544.361899999900000,10.000545774000001,53.555595046999997,,10.001,53.556
98176,98177,2,6,1,601,2016,9,16,2,3,5,3,0,0,1,1,0,0,0.0,0,580711.212500000020000,5929068.663599999600000,10.216918786999999,53.504366898999997,,10.217,53.504
98177,98178,2,5,8,516,2016,9,22,2,3,5,3,2,1,1,1,0,0,0.0,0,569225.777000000000000,5940446.895999999700000,10.046302053000000,53.608261327999998,,10.046,53.608
98180,98181,2,4,5,409,2016,9,13,5,3,0,7,0,0,1,1,0,0,0.0,0,566491.085700000050000,5938589.515999999800000,10.004579970000000,53.591922984999997,,10.005,53.592
98184,98185,2,3,5,317,2016,9,7,4,3,5,3,0,0,1,0,0,0,0.0,0,563516.454700000000000,5938772.305999999900000,9.959682101000000,53.593934605000001,,9.96,53.594
98187,98188,2,5,2,507,2016,9,16,4,2,6,4,0,0,1,0,1,0,0.0,0,571467.412600000040000,5936531.815600000300000,10.079279390000000,53.572775776999997,,10.079,53.573
98188,98189,2,1,1,101,2016,9,18,2,2,0,7,0,0,1,0,0,0,0.0,0,566189.534300000060000,5934010.411500000400000,9.999054197000000,53.550807839999997,,9.999,53.551
98191,98192,2,2,5,216,2016,9,18,4,3,5,3,1,0,1,1,0,0,0.0,0,560538.225699999950000,5935500.751100000000000,9.914055409000000,53.564884212999999,,9.914,53.565
98192,98193,2,5,10,518,2016,9,7,2,3,2,6,0,0,1,0,0,0,0.0,0,573351.199999999950000,5943927.741100000200000,10.109462786000000,53.638981684000001,,10.109,53.639
98193,98194,2,5,11,519,2016,9,16,4,3,5,2,0,0,1,1,0,0,0.0,0,572261.680900000040000,5945840.863099999700000,10.093431469000000,53.656326116999999,,10.093,53.656
98196,98197,2,4,10,429,2016,9,9,4,3,5,3,0,0,1,0,0,0,0.0,0,568592.030999999960000,5939604.304800000000000,10.036539690000000,53.600772276999997,,10.037,53.601
98200,98201,2,1,1,102,2016,9,17,4,3,5,3,0,0,1,1,0,0,0.0,0,565623.684299999960000,5933755.701999999600000,9.990461300000000,53.548589731000000,,9.99,53.549
98204,98205,2,7,1,701,2016,9,21,6,3,2,6,2,1,1,0,0,1,0.0,0,564715.249799999990000,5924045.638399999600000,9.974748220000000,53.461434648000001,,9.975,53.461
98206,98207,2,5,12,520,2016,9,11,2,2,5,3,0,0,1,1,0,0,0.0,0,569478.285200000040000,5944740.946300000000000,10.051076425000000,53.646818392000000,,10.051,53.647
98208,98209,2,4,6,415,2016,9,15,1,3,0,7,0,0,1,1,0,0,0.0,0,567561.611299999990000,5935702.335699999700000,10.020126291000000,53.565838665999998,,10.02,53.566
98210,98211,2,3,6,318,2016,9,13,6,3,1,5,0,0,1,1,0,0,0.0,0,563607.106999999960000,5943159.264399999800000,9.961947393999999,53.633350231000001,,9.962,53.633
98213,98214,2,5,2,507,2016,9,14,6,3,1,7,0,0,1,1,0,0,0.0,0,570998.442999999970000,5937073.780700000000000,10.072321763000000,53.577710084000003,,10.072,53.578
98214,98215,2,1,13,131,2016,9,7,5,3,3,2,0,0,1,0,0,0,0.0,1,572793.733400000030000,5932465.604799999900000,10.098358216999999,53.536050648000000,,10.098,53.536
98221,98222,2,5,7,515,2016,9,17,5,3,3,2,0,0,1,1,0,0,0.0,0,571581.312299999990000,5941892.158400000100000,10.082229692000000,53.620933233000002,,10.082,53.621
98225,98226,2,3,2,311,2016,9,15,6,3,3,6,0,0,1,0,0,0,0.0,0,564905.760699999980000,5935940.148500000100000,9.980081063000000,53.568311172000001,,9.98,53.568
98226,98227,2,5,8,516,2016,9,6,3,3,5,3,1,0,1,1,0,0,0.0,0,569607.598000000000000,5940640.934000000400000,10.052115307999999,53.609954559000002,,10.052,53.61
98230,98231,2,5,18,526,2016,9,10,3,3,5,3,0,0,1,1,0,0,0.0,0,577026.930100000000000,5938529.899400000500000,10.163712343000000,53.589945147000002,,10.164,53.59
98233,98234,2,5,2,505,2016,9,17,4,3,5,3,0,0,1,1,0,0,0.0,0,570525.689400000030000,5937205.127999999600000,10.065212585999999,53.578954279999998,,10.065,53.579
98234,98235,2,4,8,421,2016,9,8,5,3,5,2,0,0,1,1,0,0,0.0,0,569268.737599999990000,5937655.384899999900000,10.046331158999999,53.583168268000001,,10.046,53.583
98237,98238,2,5,11,519,2016,9,8,4,3,5,3,0,0,1,1,0,0,0.0,0,572554.083800000020000,5945782.891800000300000,10.097841551000000,53.655764660999999,,10.098,53.656
98238,98239,2,2,1,204,2016,9,11,4,3,6,4,0,0,1,0,1,0,0.0,0,562290.715899999950000,5934084.958499999700000,9.940229886999999,53.551954862000002,,9.94,53.552
98240,98241,2,1,5,114,2016,9,12,3,2,1,5,0,0,1,0,0,0,1.0,0,566621.787999999940000,5934748.492999999800000,10.005734759999999,53.557386459000000,,10.006,53.557
98243,98244,2,4,13,432,2016,9,16,2,3,0,3,0,0,1,0,0,0,0.0,1,567323.002100000040000,5946323.890499999700000,10.018819736999999,53.661326105000001,,10.019,53.661
98247,98248,2,3,6,318,2016,9,23,4,3,0,7,2,0,1,0,0,0,0.0,0,563423.506100000000000,5941709.202800000100000,9.958875693000000,53.620340487000000,,9.959,53.62
