,OBJECTID,ULAND,UREGBEZ,UKREIS,UGEMEINDE,UJAHR,UMONAT,USTUNDE,UWOCHENTAG,UKATEGORIE,UART,UTYP1,ULICHTVERH,STRZUSTAND,IstRad,IstPKW,IstFuss,IstKrad,IstGkfz,IstSonstig,LINREFX,LINREFY,XGCSWGS84,YGCSWGS84,UIDENTSTLA,lat_short,long_short
125813,125814,2,1,1,101,2018,6,16,3,3,3,2,0,0,1,1,0,0,0.0,0,566279.091499999980000,5934542.258000000400000,10.000518488000068,53.555576364000046,,10.001,53.556
125818,125819,2,5,11,519,2018,6,11,6,3,4,6,0,0,1,0,0,0,0.0,0,571712.312000000030000,5946024.180999999900000,10.085162624000077,53.658049174000041,,10.085,53.658
125820,125821,2,4,13,432,2018,6,12,1,3,0,1,0,0,1,0,0,0,0.0,0,567432.169800000030000,5946047.085099999800000,10.020411427000056,53.658824389000074,,10.02,53.659
125821,125822,2,4,8,422,2018,6,12,1,3,5,3,0,0,1,1,0,0,0.0,0,568597.050599999960000,5936711.242499999700000,10.035979412000074,53.574771473000055,,10.036,53.575
125822,125823,2,3,5,317,2018,6,9,5,3,5,3,0,0,1,1,0,0,0.0,0,562951.692999999970000,5938137.843999999600000,9.951022258000023,53.588300633000074,,9.951,53.588
125823,125824,2,3,8,320,2018,6,13,1,3,2,6,0,0,1,1,0,0,0.0,0,560323.989999999990000,5940624.845499999800000,9.911811964000037,53.610961175000057,,9.912,53.611
125825,125826,2,2,1,205,2018,6,18,4,3,6,4,0,0,1,0,1,0,0.0,0,563320.828300000050000,5934040.332499999600000,9.955767237000032,53.551430564000043,,9.956,53.551
125826,125827,2,2,5,216,2018,6,15,1,2,0,7,0,0,1,0,0,0,0.0,1,559507.704700000000000,5936208.564199999900000,9.898632737000071,53.571363529000052,,9.899,53.571
125827,125828,2,4,4,407,2018,6,7,2,3,1,7,0,0,1,1,0,0,0.0,0,566596.234199999950000,5940095.800599999700000,10.006490085000053,53.605446822000033,,10.006,53.605
125833,125834,2,5,4,512,2018,7,9,2,3,3,2,0,0,1,1,0,0,0.0,0,575304.423199999960000,5937364.965300000300000,10.137413508000066,53.579726385000072,,10.137,53.58
125836,125837,2,1,1,101,2018,7,19,7,3,6,4,0,0,1,0,1,0,0.0,0,566570.704000000030000,5934110.516499999900000,10.004827855000030,53.551659314000062,,10.005,53.552
125840,125841,2,4,3,406,2018,7,18,5,3,5,3,0,0,1,1,0,0,0.0,0,565100.749100000020000,5940009.137600000000000,9.983873945000028,53.604855898000039,,9.984,53.605
125843,125844,2,2,1,203,2018,7,15,4,3,5,3,0,1,1,1,0,0,0.0,0,562750.694099999960000,5934001.451500000400000,9.947155101000021,53.551149578000036,,9.947,53.551
125847,125848,2,5,18,526,2018,7,11,3,3,5,2,0,0,1,1,0,0,0.0,0,577353.607800000000000,5939123.219999999700000,10.168793770000036,53.595229023000059,,10.169,53.595
125853,125854,2,4,5,409,2018,7,8,2,3,5,3,0,0,1,1,0,0,0.0,0,567094.211299999970000,5939046.234699999900000,10.013788986000066,53.595950731000073,,10.014,53.596
125855,125856,2,5,18,526,2018,7,15,2,3,5,2,0,0,1,1,0,0,0.0,0,576396.685100000000000,5941088.671000000100000,10.154819918000044,53.613032253000029,,10.155,53.613
125856,125857,2,4,6,415,2018,7,17,2,3,4,2,0,0,1,1,0,0,0.0,0,567583.888799999960000,5935739.413400000000000,10.020470626000076,53.566169019000029,,10.02,53.566
125858,125859,2,4,5,409,2018,7,20,5,3,0,5,0,0,1,1,0,0,0.0,0,566642.393799999960000,5938577.368999999900000,10.006863024000040,53.591794606000065,,10.007,53.592
125859,125860,2,2,12,225,2018,7,22,2,2,0,1,1,0,1,0,0,0,0.0,0,554092.274500000060000,5937459.554399999800000,9.817080061000070,53.583193284000060,,9.817,53.583
125862,125863,2,5,17,525,2018,7,8,6,3,5,3,0,0,1,1,0,0,0.0,0,576693.901300000030000,5944818.783300000200000,10.160230942000055,53.646509973000036,,10.16,53.647
125863,125864,2,2,6,218,2018,7,8,3,3,1,5,0,0,1,1,0,0,0.0,0,558426.138900000020000,5935878.964399999900000,9.882240373000059,53.568522814000062,,9.882,53.569
125864,125865,2,2,9,221,2018,7,11,2,3,5,3,0,0,1,1,0,0,0.0,0,557157.632400000000000,5936939.685600000400000,9.863282386000037,53.578195806000053,,9.863,53.578
125865,125866,2,4,5,410,2018,7,16,5,3,0,7,0,0,1,0,0,0,0.0,0,567489.522000000000000,5938397.480999999700000,10.019620680000060,53.590069564000032,,10.02,53.59
125867,125868,2,5,1,501,2018,7,17,3,3,5,3,0,0,1,1,0,0,0.0,0,569144.292200000030000,5936323.332499999600000,10.044156670000064,53.571213454000031,,10.044,53.571
125868,125869,2,3,6,318,2018,7,18,2,3,1,5,0,0,1,1,0,0,0.0,0,563676.202700000020000,5940305.712600000200000,9.962408612000047,53.607696334000082,,9.962,53.608
125871,125872,2,3,5,317,2018,7,17,2,3,5,2,0,0,1,1,0,0,0.0,0,564053.016900000050000,5937897.222199999700000,9.967608166000048,53.586004718000027,,9.968,53.586
125872,125873,2,1,12,130,2018,7,17,4,3,5,3,0,1,1,1,0,0,0.0,0,573889.692200000050000,5935190.979600000200000,10.115535273000035,53.560390295000047,,10.116,53.56
125873,125874,2,2,4,213,2018,7,15,2,3,3,6,0,0,1,0,0,0,0.0,1,561406.630000000000000,5933896.219999999700000,9.926850162000051,53.550362740000082,,9.927,53.55
125875,125876,2,1,15,134,2018,7,16,5,3,0,7,0,0,1,1,0,0,0.0,0,567979.964999999970000,5931090.526100000400000,10.025439650000067,53.524337559000060,,10.025,53.524
125879,125880,2,1,5,113,2018,7,18,2,3,5,3,0,0,1,1,0,0,0.0,0,567213.003499999990000,5935079.569299999600000,10.014729531000057,53.560286528000063,,10.015,53.56
125880,125881,2,1,12,130,2018,7,18,4,3,5,3,0,0,1,1,0,0,0.0,0,574178.228400000020000,5932033.428200000000000,10.119141598000056,53.531973045000029,,10.119,53.532
125889,125890,2,1,4,111,2018,7,22,6,3,5,7,1,0,1,1,0,0,0.0,0,563798.236000000030000,5934016.634999999800000,9.962967299000070,53.551159792000078,,9.963,53.551
125890,125891,2,2,3,209,2018,7,11,1,3,5,3,0,0,1,1,0,0,0.0,0,562997.807799999950000,5935692.008800000000000,9.951225238000063,53.566313605000062,,9.951,53.566
125898,125899,2,5,18,526,2018,7,16,1,2,5,2,0,0,1,1,0,0,0.0,0,576465.496900000030000,5941224.300400000100000,10.155893146000039,53.614241070000048,,10.156,53.614
125902,125903,2,5,7,515,2018,7,19,1,3,4,6,0,0,1,0,0,0,0.0,0,571662.768700000020000,5941594.237499999800000,10.083392416000038,53.618244713000081,,10.083,53.618
125905,125906,2,2,3,208,2018,7,9,3,3,5,3,0,0,1,0,0,0,0.0,0,562982.988800000050000,5935603.173299999900000,9.950983604000044,53.565516989000059,,9.951,53.566
125907,125908,2,4,13,432,2018,7,18,1,3,3,2,0,0,1,1,0,0,0.0,0,566906.156700000050000,5944677.714900000000000,10.012158131000035,53.646585367000057,,10.012,53.647
125908,125909,2,1,14,133,2018,7,16,5,3,5,3,0,0,1,1,0,0,0.0,0,568854.304899999990000,5932211.232200000400000,10.038872687000037,53.534295687000053,,10.039,53.534
125909,125910,2,1,8,122,2018,7,20,7,3,1,7,0,0,1,1,0,0,0.0,0,569637.405900000010000,5934810.450899999600000,10.051264650000064,53.557551877000037,,10.051,53.558
125910,125911,2,4,5,413,2018,7,9,1,3,1,5,0,0,1,1,0,0,0.0,0,565997.644899999960000,5937467.256400000300000,9.996888672000068,53.581899389000057,,9.997,53.582
125913,125914,2,4,8,420,2018,7,23,6,3,0,1,2,0,1,0,0,0,0.0,0,568186.445900000050000,5937127.677199999800000,10.029870360000075,53.578567547000034,,10.03,53.579
125915,125916,2,3,1,307,2018,6,18,3,3,2,6,0,0,1,0,0,0,0.0,0,563275.061499999950000,5936120.763299999800000,9.955497805000050,53.570133598000041,,9.955,53.57
125919,125920,2,2,1,203,2018,7,17,1,3,6,6,0,0,1,0,1,0,0.0,0,562056.481000000030000,5934055.717000000200000,9.936689009000077,53.551719796000043,,9.937,53.552
125920,125921,2,6,2,602,2018,7,11,6,3,5,3,0,0,1,1,0,0,0.0,0,580331.215100000030000,5927080.968799999900000,10.210681830000055,53.486562321000065,,10.211,53.487
125925,125926,2,2,4,214,2018,7,15,5,3,5,3,0,0,1,0,0,0,0.0,1,561131.968200000000000,5933428.423899999800000,9.922613657000056,53.546190505000027,,9.923,53.546
125932,125933,2,6,2,602,2018,7,12,3,3,9,1,0,0,1,0,0,0,0.0,0,581396.720100000040000,5928083.751899999600000,10.226996286000031,53.495410236000055,,10.227,53.495
125933,125934,2,6,11,612,2018,6,13,7,3,1,5,0,0,1,1,0,0,0.0,0,572066.405499999990000,5928317.384899999900000,10.086431820000030,53.498870768000074,,10.086,53.499
125937,125938,2,3,3,313,2018,7,23,4,3,1,5,2,0,1,1,0,0,0.0,0,565077.543199999960000,5936602.936999999900000,9.982812690000060,53.574246534000054,,9.983,53.574
125940,125941,2,1,12,130,2018,6,14,7,3,6,7,0,0,1,0,1,0,0.0,0,572947.541100000030000,5932960.576600000300000,10.100793887000066,53.540477601000077,,10.101,53.54
125942,125943,2,5,3,510,2018,7,19,2,3,3,2,0,0,1,1,0,0,0.0,0,570576.368999999950000,5936354.776999999800000,10.065785679000044,53.571305357000028,,10.066,53.571
125943,125944,2,5,6,514,2018,6,14,7,3,0,7,0,0,1,0,0,0,0.0,0,573597.664600000020000,5941394.447300000100000,10.112590830000045,53.616180924000048,,10.113,53.616
125944,125945,2,5,18,526,2018,7,11,3,3,4,2,0,0,1,1,0,0,0.0,0,575447.055399999950000,5942204.686300000200000,10.140738748000047,53.623199188000058,,10.141,53.623
125946,125947,2,5,18,526,2018,6,13,7,3,5,3,0,0,1,0,0,0,0.0,1,576256.197300000000000,5940079.725999999800000,10.152449844000046,53.603985649000037,,10.152,53.604
125947,125948,2,1,3,108,2018,7,13,5,3,3,2,0,0,1,1,0,0,0.0,0,565588.106700000000000,5935015.439799999800000,9.990188720000049,53.559915751000062,,9.99,53.56
125948,125949,2,4,5,409,2018,7,0,6,3,6,3,2,0,1,0,1,0,0.0,0,568224.639700000060000,5938647.827800000100000,10.030779511000048,53.592224306000048,,10.031,53.592
125949,125950,2,3,1,308,2018,7,1,3,3,5,3,2,0,1,0,0,0,1.0,0,563770.040000000040000,5936073.860000000300000,9.962961595000024,53.569652137000048,,9.963,53.57
125950,125951,2,5,7,515,2018,6,19,7,3,5,3,0,0,1,1,0,0,0.0,0,572538.777899999990000,5939577.663599999600000,10.096163732000036,53.600001454000051,,10.096,53.6
125952,125953,2,3,3,314,2018,7,15,1,2,5,3,0,0,1,1,0,0,0.0,0,565509.169200000000000,5937469.327999999700000,9.989511938000021,53.581979251000064,,9.99,53.582
125955,125956,2,3,3,313,2018,7,9,6,3,5,2,0,0,1,1,0,0,0.0,0,564734.255099999950000,5936761.898799999600000,9.977662082000052,53.575717637000082,,9.978,53.576
125960,125961,2,3,8,320,2018,7,18,6,3,2,2,0,0,1,1,0,0,0.0,0,560059.358400000030000,5939655.516300000300000,9.907625725000059,53.602279848000080,,9.908,53.602
125961,125962,2,5,7,515,2018,7,14,2,2,1,5,0,0,1,0,0,0,1.0,0,570469.959999999960000,5940000.352300000400000,10.065002543000048,53.604082396000081,,10.065,53.604
125966,125967,2,1,3,106,2018,7,8,6,3,5,2,0,0,1,0,0,0,0.0,1,564792.699099999970000,5933814.075600000100000,9.977933317000066,53.549217550000037,,9.978,53.549
125968,125969,2,2,5,217,2018,6,3,7,3,0,1,2,0,1,0,0,0,0.0,0,558949.880699999980000,5936422.823499999900000,9.890250543000036,53.573352154000077,,9.89,53.573
125970,125971,2,6,1,601,2018,7,14,7,3,5,2,0,0,1,1,0,0,0.0,0,579936.106900000010000,5928124.316700000300000,10.204994336000027,53.495998733000079,,10.205,53.496
125972,125973,2,3,6,318,2018,6,12,7,3,1,5,0,0,1,1,0,0,0.0,0,562532.937999999970000,5942781.352699999700000,9.945628952000050,53.630083268000078,,9.946,53.63
125980,125981,2,1,3,108,2018,6,13,7,3,0,7,0,0,1,0,0,0,0.0,0,565201.581200000020000,5934513.850599999500000,9.984249624000029,53.555455999000060,,9.984,53.555
125981,125982,2,4,12,431,2018,7,22,6,3,0,7,2,0,1,0,0,0,0.0,0,567289.857899999940000,5943320.269999999600000,10.017668056000048,53.634336749000056,,10.018,53.634
125987,125988,2,5,2,508,2018,7,13,4,3,5,2,0,0,1,1,0,0,0.0,0,571715.789299999950000,5936894.394000000300000,10.083112845000073,53.576000357000055,,10.083,53.576
125991,125992,2,5,1,502,2018,7,17,4,3,3,2,0,0,1,1,0,0,0.0,0,569782.571699999970000,5936065.515700000300000,10.053736020000031,53.568811936000031,,10.054,53.569
125992,125993,2,7,1,702,2018,6,15,6,3,5,3,0,0,1,0,0,0,0.0,1,565584.050900000030000,5923575.200500000300000,9.987733942000034,53.457099179000068,,9.988,53.457
125993,125994,2,2,4,212,2018,7,19,7,3,5,3,0,0,1,1,0,0,0.0,0,560250.245699999970000,5933766.356300000100000,9.909373518000052,53.549329567000029,,9.909,53.549
125995,125996,2,1,15,134,2018,6,20,6,3,4,6,0,0,1,0,0,0,0.0,0,568010.174600000030000,5931426.892599999900000,10.025968319000071,53.527356640000050,,10.026,53.527
125996,125997,2,6,2,602,2018,6,20,6,2,1,5,0,0,1,1,0,0,0.0,0,578622.132699999960000,5926954.297600000200000,10.184898420000025,53.485682061000034,,10.185,53.486
125998,125999,2,5,8,516,2018,7,21,5,3,3,6,0,0,1,0,0,0,0.0,1,569626.377600000010000,5939944.629599999600000,10.052243531000045,53.603694381000082,,10.052,53.604
126001,126002,2,4,10,426,2018,7,16,4,3,5,3,0,1,1,1,0,0,0.0,0,569875.911100000030000,5938573.765300000100000,10.055706736000047,53.591341214000067,,10.056,53.591
126004,126005,2,4,1,401,2018,7,18,4,3,5,3,0,0,1,1,0,0,0.0,0,564731.135000000010000,5937674.130800000400000,9.977804153000022,53.583916471000066,,9.978,53.584
126005,126006,2,3,1,308,2018,6,9,3,3,0,3,0,0,1,1,0,0,0.0,0,563796.418300000020000,5936921.821499999600000,9.963533111000061,53.577269805000071,,9.964,53.577
126007,126008,2,1,13,131,2018,7,5,3,3,3,2,0,0,1,1,0,0,0.0,0,572790.748099999970000,5932466.316800000100000,10.098313348000033,53.536057460000052,,10.098,53.536
126011,126012,2,1,7,119,2018,7,15,2,3,5,3,0,0,1,1,0,0,0.0,0,568577.000000000000000,5934221.109699999900000,10.035130086000038,53.552395006000040,,10.035,53.552
126022,126023,2,1,8,125,2018,7,17,6,2,5,2,0,0,1,1,0,0,0.0,0,570055.546199999980000,5934504.782200000200000,10.057507321000060,53.554749177000076,,10.058,53.555
126023,126024,2,3,9,321,2018,6,18,6,3,5,3,0,0,1,1,0,0,0.0,0,561958.651199999960000,5938855.835900000300000,9.936165046000042,53.594871753000064,,9.936,53.595
126024,126025,2,2,4,213,2018,7,9,4,3,5,3,0,1,1,1,0,0,0.0,0,561501.225699999950000,5934291.237300000200000,9.928355456000077,53.553901851000035,,9.928,53.554
126025,126026,2,3,8,320,2018,6,6,6,3,0,6,0,0,1,0,0,0,0.0,1,559854.494399999970000,5939965.702499999700000,9.904589784000052,53.605091052000034,,9.905,53.605
126027,126028,2,1,3,105,2018,7,22,4,2,5,3,2,0,1,1,0,0,0.0,0,565114.163900000040000,5933260.392500000100000,9.982669211000030,53.544201679000082,,9.983,53.544
126029,126030,2,5,5,513,2018,7,7,3,3,5,3,0,0,1,1,0,0,0.0,0,572963.942599999950000,5937421.446800000000000,10.102082912000071,53.580564796000033,,10.102,53.581
126031,126032,2,2,12,225,2018,7,14,3,3,4,6,0,0,1,0,0,0,0.0,0,555293.757600000010000,5936240.640399999900000,9.835010822000072,53.572112868000033,,9.835,53.572
126032,126033,2,4,8,423,2018,7,14,6,2,5,3,0,0,1,1,0,0,0.0,0,568936.160000000030000,5937253.710000000000000,10.041219638000030,53.579602213000044,,10.041,53.58
126034,126035,2,2,5,216,2018,6,8,6,3,2,6,0,0,1,1,0,0,0.0,0,560931.689000000010000,5935008.944000000100000,9.919899490000034,53.560418599000059,,9.92,53.56
126036,126037,2,2,5,215,2018,6,15,6,3,5,2,0,0,1,0,0,0,0.0,1,560786.037800000050000,5937155.218500000400000,9.918118611000068,53.579724940000062,,9.918,53.58
126037,126038,2,2,5,216,2018,7,1,3,3,8,1,2,0,1,0,0,0,0.0,0,559974.710500000040000,5935214.156700000200000,9.905493155000045,53.562373166000043,,9.905,53.562
126038,126039,2,6,14,615,2018,7,19,4,3,5,2,0,0,1,1,0,0,0.0,0,578436.902400000020000,5926996.206100000100000,10.182117976000029,53.486086322000062,,10.182,53.486
126041,126042,2,2,3,210,2018,6,14,6,3,5,3,0,0,1,1,0,0,0.0,0,562125.673100000010000,5934196.728000000100000,9.937761271000056,53.552978933000077,,9.938,53.553
126047,126048,2,4,10,426,2018,7,7,3,3,5,2,0,0,1,1,0,0,0.0,0,569718.230199999990000,5938331.445600000200000,10.053270728000030,53.589184475000081,,10.053,53.589
126052,126053,2,1,3,108,2018,6,14,6,3,0,7,0,0,1,0,0,0,0.0,0,565822.082799999970000,5934207.976400000000000,9.993550454000058,53.552629598000067,,9.994,53.553
126053,126054,2,3,4,316,2018,7,20,3,3,1,7,0,0,1,1,0,0,0.0,0,563780.826600000030000,5937391.831299999700000,9.963393703000065,53.581495811000082,,9.963,53.581
126054,126055,2,4,3,406,2018,7,16,6,3,5,3,0,0,1,1,0,0,0.0,0,564417.449499999990000,5940776.516300000300000,9.973707465000075,53.611836936000032,,9.974,53.612
126055,126056,2,3,8,320,2018,7,18,2,3,0,7,0,0,1,0,1,0,0.0,0,558996.632499999950000,5939697.169999999900000,9.891575698000054,53.602774925000062,,9.892,53.603
126057,126058,2,6,14,615,2018,7,16,4,2,4,2,0,0,1,0,0,0,0.0,1,576072.456000000010000,5926888.506000000100000,10.146465395000064,53.485465523000073,,10.146,53.485
126064,126065,2,1,8,125,2018,6,8,5,3,3,2,0,0,1,1,0,0,0.0,0,570062.388900000020000,5934425.407200000200000,10.057592804000024,53.554034916000035,,10.058,53.554
126066,126067,2,4,3,406,2018,7,17,3,3,5,2,0,0,1,1,0,0,0.0,0,565094.717100000010000,5941071.610299999800000,9.984004776000063,53.614405280000028,,9.984,53.614
126067,126068,2,1,8,125,2018,6,7,5,3,5,3,0,0,1,1,0,0,0.0,0,570042.404499999950000,5934523.727699999700000,10.057313225000030,53.554921195000077,,10.057,53.555
126068,126069,2,1,3,108,2018,7,7,1,2,5,2,0,0,1,1,0,0,0.0,0,565825.479999999980000,5934778.870000000100000,9.993721944000072,53.557759927000063,,9.994,53.558
126071,126072,2,5,6,514,2018,6,9,5,3,5,3,0,0,1,1,0,0,0.0,0,574311.679400000020000,5941391.879599999600000,10.123381855000048,53.616057038000065,,10.123,53.616
126073,126074,2,3,2,312,2018,7,14,6,3,3,6,0,0,1,1,0,0,0.0,0,565034.520299999970000,5935903.693000000000000,9.982017437000025,53.567967594000038,,9.982,53.568
126077,126078,2,5,9,517,2018,6,19,5,3,5,3,0,0,1,1,0,0,0.0,0,571600.388099999980000,5943466.334099999600000,10.082880194000040,53.635077541000044,,10.083,53.635
126078,126079,2,5,11,519,2018,7,20,4,3,5,2,0,0,1,1,0,0,0.0,0,571351.671199999980000,5945730.091099999800000,10.079638876000047,53.655455561000053,,10.08,53.655
126079,126080,2,4,11,430,2018,7,16,5,3,5,3,0,0,1,1,0,0,0.0,0,569062.457100000000000,5940689.669700000400000,10.043887843000050,53.610464692000050,,10.044,53.61
126081,126082,2,5,16,524,2018,6,9,5,3,5,3,0,0,1,0,0,0,0.0,1,574345.187200000040000,5947260.237300000200000,10.125291326000024,53.668789592000053,,10.125,53.669
126082,126083,2,2,7,219,2018,7,20,4,3,5,2,0,0,1,1,0,0,0.0,0,559181.137800000030000,5934654.389200000100000,9.893407463000074,53.557432351000045,,9.893,53.557
126086,126087,2,5,11,519,2018,6,7,5,3,5,3,0,0,1,1,0,0,0.0,0,571294.359500000020000,5946740.089999999900000,10.079003661000058,53.664540070000044,,10.079,53.665
126088,126089,2,3,3,313,2018,7,14,3,3,5,3,0,0,1,1,0,0,0.0,0,566027.067599999950000,5936580.216699999800000,9.997145403000047,53.573923690000072,,9.997,53.574
126089,126090,2,4,10,426,2018,7,16,5,3,6,7,0,0,1,0,1,0,0.0,0,570057.084799999950000,5938140.379400000000000,10.058346122000046,53.587422195000045,,10.058,53.587
126090,126091,2,3,1,302,2018,7,23,7,3,0,1,2,0,1,0,0,0,0.0,0,562854.177600000050000,5937479.024500000300000,9.949416585000051,53.582391319000067,,9.949,53.582
126091,126092,2,5,11,519,2018,6,15,5,2,0,7,0,0,1,0,0,0,0.0,0,572159.124300000020000,5945282.710799999500000,10.091750328000046,53.651324269000042,,10.092,53.651
126094,126095,2,2,8,220,2018,7,17,6,3,5,2,0,0,1,1,0,0,0.0,0,557914.286300000040000,5938026.009899999900000,9.874910686000021,53.587876142000027,,9.875,53.588
126096,126097,2,4,5,412,2018,6,9,5,3,6,7,0,0,1,0,0,0,0.0,1,567024.035900000020000,5937333.297600000200000,10.012360812000054,53.580565314000069,,10.012,53.581
126097,126098,2,3,2,312,2018,7,10,3,3,0,7,0,0,1,0,0,0,0.0,0,565277.649800000010000,5936363.848500000300000,9.985784262000038,53.572072928000068,,9.986,53.572
126099,126100,2,1,16,136,2018,7,10,7,3,4,6,0,0,1,1,0,0,0.0,0,567200.352399999970000,5928990.654500000200000,10.013231322000024,53.505565771000079,,10.013,53.506
126100,126101,2,4,4,407,2018,6,8,5,3,5,3,0,0,1,1,0,0,0.0,0,567391.850300000050000,5941167.988599999800000,10.018744329000072,53.614980944000081,,10.019,53.615
126103,126104,2,5,1,501,2018,7,11,6,3,4,6,0,0,1,0,0,0,0.0,0,569009.349099999990000,5935821.230700000200000,10.042008309000039,53.566718793000064,,10.042,53.567
126104,126105,2,4,10,429,2018,7,8,4,3,0,7,0,0,1,0,0,0,0.0,0,568580.055700000030000,5939221.470200000300000,10.036274543000047,53.597333290000051,,10.036,53.597
126107,126108,2,1,5,114,2018,7,10,4,3,3,2,0,0,1,1,0,0,0.0,0,566658.299400000020000,5934127.444699999900000,10.006153418000054,53.551800337000032,,10.006,53.552
126108,126109,2,4,5,409,2018,6,15,5,3,5,3,0,0,1,1,0,0,0.0,0,568163.342300000020000,5939542.107099999700000,10.030049045000055,53.600269233000063,,10.03,53.6
126109,126110,2,1,4,110,2018,7,8,3,3,5,3,0,0,1,1,0,0,0.0,0,563644.745000000000000,5934618.479000000300000,9.960773401000040,53.556587388000082,,9.961,53.557
126111,126112,2,6,2,603,2018,7,12,2,2,5,3,0,0,1,1,0,0,0.0,0,580786.624199999960000,5926712.913400000000000,10.217448943000022,53.483185019000075,,10.217,53.483
126112,126113,2,4,8,422,2018,6,16,5,3,6,7,0,0,1,0,1,0,0.0,0,568660.903999999980000,5936651.387000000100000,10.036930415000029,53.574225193000075,,10.037,53.574
126114,126115,2,2,2,207,2018,7,0,3,3,1,6,2,0,1,1,0,0,0.0,0,563958.150200000030000,5935528.966199999700000,9.965690146000043,53.564732120000031,,9.966,53.565
126117,126118,2,1,12,130,2018,7,14,3,3,3,2,0,0,1,1,0,0,0.0,0,573402.871099999990000,5933118.731300000100000,10.107700614000066,53.541835490000039,,10.108,53.542
126118,126119,2,3,6,318,2018,6,9,5,3,6,4,0,0,1,0,1,0,0.0,0,562172.020600000050000,5941588.033699999600000,9.939933596000060,53.619401571000026,,9.94,53.619
126120,126121,2,2,4,212,2018,6,8,5,3,4,2,0,0,1,1,0,0,0.0,0,560993.703400000000000,5934783.663599999600000,9.920791634000068,53.558386707000068,,9.921,53.558
126123,126124,2,5,2,507,2018,7,10,3,3,0,2,0,0,1,0,0,0,0.0,1,571631.510699999980000,5936935.056400000100000,10.081849577000071,53.576377304000061,,10.082,53.576
126124,126125,2,1,5,114,2018,6,13,5,3,3,7,0,0,1,1,0,0,0.0,0,566615.741599999950000,5934226.120600000000000,10.005532176000031,53.552692559000036,,10.006,53.553
126129,126130,2,7,13,714,2018,7,14,2,3,0,3,0,0,1,1,0,0,0.0,0,558111.387800000030000,5925339.329199999600000,9.875532836000048,53.473831879000045,,9.876,53.474
126134,126135,2,1,5,114,2018,6,18,5,3,6,4,0,0,1,0,1,0,0.0,0,566824.881900000040000,5934220.206500000300000,10.008687247000069,53.552612829000054,,10.009,53.553
126137,126138,2,4,5,413,2018,7,9,6,3,3,6,0,0,1,0,0,0,0.0,1,566911.944000000020000,5937465.315899999800000,10.010696319000033,53.581766095000035,,10.011,53.582
126138,126139,2,4,1,401,2018,7,7,3,3,3,2,0,0,1,1,0,0,0.0,0,565020.182999999960000,5937743.422000000300000,9.982184138000037,53.584503448000078,,9.982,53.585
126140,126141,2,4,8,423,2018,7,6,5,3,5,2,0,0,1,0,0,0,0.0,1,569302.719200000050000,5937741.370299999600000,10.046863466000048,53.583936532000052,,10.047,53.584
126141,126142,2,1,3,108,2018,7,17,4,3,2,6,0,0,1,1,0,0,0.0,0,565479.569000000020000,5934820.414200000500000,9.988509524000051,53.558176560000049,,9.989,53.558
126142,126143,2,2,1,205,2018,7,4,1,3,5,3,2,0,1,1,0,0,0.0,0,563312.659600000010000,5934108.239199999700000,9.955657708000047,53.552041850000080,,9.956,53.552
126146,126147,2,3,2,312,2018,7,13,6,3,4,2,0,0,1,1,0,0,0.0,0,565567.398599999960000,5935227.806699999600000,9.989920700000027,53.561826930000052,,9.99,53.562
126147,126148,2,1,1,101,2018,7,22,2,3,5,3,2,0,1,1,0,0,0.0,0,566407.432200000040000,5934426.582200000100000,10.002430960000027,53.554520541000045,,10.002,53.555
126151,126152,2,6,7,608,2018,7,19,2,3,1,7,0,0,1,1,0,0,0.0,0,573819.838100000050000,5921093.617600000500000,10.111163318000024,53.433707422000055,,10.111,53.434
126156,126157,2,1,12,130,2018,6,12,4,3,5,3,0,0,1,0,0,0,1.0,0,573841.348899999980000,5932066.896900000100000,10.114067983000041,53.532321280000076,,10.114,53.532
126158,126159,2,1,12,130,2018,6,15,4,3,1,5,0,0,1,1,0,0,0.0,0,573850.640600000040000,5933501.004300000100000,10.114546618000077,53.545208170000080,,10.115,53.545
126161,126162,2,1,3,108,2018,7,18,6,3,5,3,0,0,1,1,0,0,0.0,0,565536.681899999970000,5934834.384899999900000,9.989374515000066,53.558294990000036,,9.989,53.558
126164,126165,2,3,2,312,2018,7,10,5,3,4,2,0,0,1,1,0,0,0.0,0,565866.704099999970000,5936348.138600000200000,9.994675030000053,53.571858116000044,,9.995,53.572
126165,126166,2,7,7,708,2018,7,0,7,2,0,1,2,0,1,0,0,0,0.0,0,564612.552700000000000,5920459.533499999900000,9.972465245000024,53.429217289000064,,9.972,53.429
126166,126167,2,4,3,406,2018,7,21,3,3,6,4,0,0,1,0,1,0,0.0,0,565056.292999999950000,5941031.104000000300000,9.983415571000023,53.614046016000032,,9.983,53.614
126169,126170,2,6,1,601,2018,7,19,2,3,4,6,0,0,1,1,0,0,0.0,0,579550.331200000020000,5929207.843799999900000,10.199455219000072,53.505794541000057,,10.199,53.506
126171,126172,2,2,1,205,2018,7,5,1,3,5,3,0,0,1,0,0,0,0.0,1,563320.738499999980000,5934048.240399999500000,9.955767483000045,53.551501646000077,,9.956,53.552
126172,126173,2,5,5,513,2018,6,7,4,3,3,2,0,0,1,1,0,0,0.0,0,574438.313800000000000,5938285.044200000400000,10.124553877000039,53.588118599000040,,10.125,53.588
